USER_ID,ACTIVITY_DEC_16_PROB
24588883,0.04766315232597821
22709104,0.5869519694918753
608546,0.9403529505332834
6309892,0.2828701322498904
7556468,0.9999127939324365
986241,0.8494583794181506
23470689,0.06405875719578723
24148284,0.999998662429948
7231857,0.9999993229269318
23417091,0.8234627549569891
4204362,0.9305838316855675
24938966,0.3729941618435239
5330465,0.354129668629825
7954154,0.015411565479422464
8024490,0.019309312047368604
6916773,0.008804181948067778
25370925,0.7814601310555669
25006729,0.24185045981786055
25010060,0.9999878111846776
2234299,0.013301077028134852
23280452,0.9126947764894445
23905747,0.9999559226365201
24288410,0.9999137046973435
24402010,0.07009884564488983
25300013,0.9779541532879045
5551794,0.9999999999976955
24290911,0.4640446779577519
24694967,0.9999875088031898
22843723,0.9999949615691365
24737933,0.22095923546719462
7349024,0.0130714124882682
7974120,0.2858321240359682
24602000,0.7202907387753341
24255868,0.6039784773699776
3554114,0.018015504222309672
24823820,0.6419839954890162
23264112,0.9359954678032903
23291315,0.01641179334418436
1900839,0.9999998930628541
23854587,0.9853227371261642
24210247,0.5272235449912022
7267194,0.9997688163671095
7760043,0.9656805797452058
25087457,0.839246419659662
22487212,0.9999999922352072
3315757,0.8685239955533163
23235770,0.9882630677703864
25008117,0.9966374794576023
8134346,0.9982464017890548
24673844,0.9999664690969396
25054941,0.4046030536750526
22983068,0.999403087756764
7793866,0.8402970481347642
23568780,0.9999686462473015
24803434,0.9968935572050137
3554297,0.012408019544215132
994349,0.9938112373359638
7502769,0.2444993795277125
3477800,0.8062447305752308
5642302,0.9529915376319212
24839495,0.4847466406232132
23927255,0.9994914100501558
25244426,0.9446795919519966
7753637,0.9882687206425036
6875834,0.9897996596531938
25207321,0.9745653889706903
23691152,0.9699884090546037
7999379,0.7078003666464073
25182507,0.5186858943533278
25097838,0.2591535660855144
23118394,0.9112977951120739
24711604,0.9569174494904048
23624947,0.9942119031718227
6921067,0.010351960655965917
7018579,0.9999673794915497
2955220,0.9908875849627359
7509513,0.2668299940852584
2237175,0.01466856044727039
